sum(PWGTP),SCHL_grouped,PINCP_adjusted
660,Pre-degree college,439000
552,N/A,595000
1015,Associates degree,257000
1764,Bachelors degree,539000
1520,Pre-degree college,325000
2605,Regular high school diploma,215000
130,Associates degree,571000
38,Pre-degree college,837000
87,N/A,715000
1440,Pre-degree college,339000
1464,GED or alternative credential,-1000
568,Regular high school diploma,280000
4749,Associates degree,176000
390,GED or alternative credential,179000
1443,Masters degree,536000
412,Masters degree,781000
954,Pre-degree college,280000
3347,Bachelors degree,642000
300,Pre-degree college,645000
454,Associates degree,538000
5776,Regular high school diploma,205000
1258,Pre-degree college,384000
1684,Bachelors degree,618000
1857,Bachelors degree,501000
283,Pre-diploma grade,474000
725,Regular high school diploma,439000
896,Regular high school diploma,542000
692,Pre-diploma grade,225000
190,Bachelors degree,945000
24,N/A,821000
1909,Bachelors degree,434000
1416,Pre-degree college,324000
815,Associates degree,241000
192,Pre-degree college,575000
198,Pre-diploma grade,370000
513,Pre-diploma grade,274000
488,Regular high school diploma,391000
1019,Associates degree,542000
374,Associates degree,367000
794,GED or alternative credential,220000
845,Regular high school diploma,322000
743,Bachelors degree,649000
41,Associates degree,668000
206,Pre-diploma grade,288000
1006,N/A,328000
847,N/A,493000
2113,Regular high school diploma,255000
17,Masters degree,1029000
54,Bachelors degree,965000
464,Associates degree,391000
1336,Pre-degree college,397000
806,GED or alternative credential,261000
58,Regular high school diploma,670000
92,Masters degree,986000
3198,Bachelors degree,458000
3723,Masters degree,466000
1631,Pre-degree college,270000
1343,Pre-degree college,241000
1333,Pre-degree college,542000
203,N/A,689000
702,Regular high school diploma,478000
915,N/A,279000
88,Masters degree,1002000
627,Masters degree,677000
391,GED or alternative credential,218000
72,GED or alternative credential,362000
414,Associates degree,-10000
103,Bachelors degree,1166000
109,GED or alternative credential,311000
634,Regular high school diploma,315000
60,N/A,978000
71,GED or alternative credential,486000
644,Bachelors degree,735000
225,Regular high school diploma,705000
203,Masters degree,891000
901,Bachelors degree,634000
74,Bachelors degree,1129000
197,Pre-diploma grade,445000
379,Masters degree,928000
90,N/A,630000
241,N/A,515000
7,GED or alternative credential,703000
441,Regular high school diploma,421000
736,GED or alternative credential,278000
223,Pre-diploma grade,231000
860,Bachelors degree,628000
689,Regular high school diploma,372000
245,Associates degree,481000
964,Masters degree,788000
510,Associates degree,324000
708,Regular high school diploma,331000
394,Pre-diploma grade,554000
374,Masters degree,835000
533,Regular high school diploma,323000
1624,Bachelors degree,411000
57,Masters degree,1329000
462,GED or alternative credential,181000
365,GED or alternative credential,245000
202,Pre-degree college,-11000
116,GED or alternative credential,503000
1486,Regular high school diploma,238000
157,Pre-degree college,832000
378,Bachelors degree,1156000
48,GED or alternative credential,453000
2485,Masters degree,363000
918,N/A,527000
120,Pre-diploma grade,235000
186,Associates degree,500000
125,Bachelors degree,933000
722,Regular high school diploma,504000
313,Bachelors degree,746000
1077,Regular high school diploma,241000
78,Bachelors degree,964000
447,Associates degree,384000
176,Bachelors degree,913000
102,GED or alternative credential,570000
742,N/A,612000
630,Bachelors degree,623000
590,Pre-degree college,438000
425,Associates degree,463000
102,Pre-diploma grade,460000
182,Pre-diploma grade,505000
746,Pre-degree college,367000
381,Pre-diploma grade,385000
207,GED or alternative credential,249000
307,N/A,518000
749,Pre-degree college,490000
486,Associates degree,270000
507,N/A,369000
76,GED or alternative credential,393000
23,Pre-degree college,977000
308,Regular high school diploma,792000
112,Pre-diploma grade,326000
194,GED or alternative credential,230000
534,Regular high school diploma,643000
41,Pre-degree college,1204000
384,Masters degree,1080000
523,Masters degree,682000
168,N/A,657000
468,Masters degree,861000
198,Bachelors degree,919000
368,Masters degree,813000
156,Masters degree,1065000
99,GED or alternative credential,448000
75,N/A,987000
157,Bachelors degree,1023000
55,Bachelors degree,953000
34,Masters degree,1303000
489,Pre-degree college,481000
646,Masters degree,854000
755,Pre-degree college,-10000
213,N/A,536000
281,Associates degree,438000
372,Regular high school diploma,455000
112,Regular high school diploma,700000
399,Bachelors degree,752000
390,Regular high school diploma,424000
904,N/A,771000
19,Associates degree,1125000
5,Pre-degree college,946000
302,Masters degree,926000
186,Masters degree,925000
252,Bachelors degree,745000
623,Regular high school diploma,270000
7,Pre-degree college,909000
424,GED or alternative credential,206000
337,Pre-diploma grade,317000
271,N/A,532000
213,Masters degree,968000
497,N/A,476000
218,Pre-degree college,792000
283,Pre-diploma grade,564000
271,Pre-diploma grade,544000
53,Bachelors degree,903000
439,Bachelors degree,653000
58,Pre-diploma grade,590000
915,Associates degree,323000
126,Pre-diploma grade,269000
313,N/A,587000
155,Pre-diploma grade,451000
88,Bachelors degree,883000
233,Pre-degree college,672000
356,Pre-diploma grade,437000
47,Associates degree,580000
244,Masters degree,978000
340,Bachelors degree,774000
200,Associates degree,643000
14,Associates degree,977000
1389,N/A,520000
313,N/A,378000
124,Pre-diploma grade,548000
107,N/A,772000
362,Masters degree,763000
578,Pre-degree college,643000
72,N/A,1087000
61,N/A,768000
466,Masters degree,879000
97,Regular high school diploma,799000
10,Pre-diploma grade,579000
141,N/A,763000
186,Associates degree,344000
49,N/A,812000
147,Bachelors degree,867000
121,N/A,585000
245,Bachelors degree,818000
180,Associates degree,455000
595,Pre-diploma grade,284000
102,Pre-diploma grade,531000
220,GED or alternative credential,534000
580,N/A,466000
123,N/A,682000
1028,Regular high school diploma,698000
484,N/A,363000
105,GED or alternative credential,506000
56,GED or alternative credential,480000
14,Regular high school diploma,1477000
2716,Pre-degree college,538000
388,Bachelors degree,744000
6,Regular high school diploma,977000
37,Bachelors degree,1004000
152,Associates degree,398000
399,GED or alternative credential,560000
41,Pre-degree college,887000
225,Bachelors degree,859000
72,GED or alternative credential,318000
806,Associates degree,540000
470,Bachelors degree,685000
28,N/A,848000
13,Associates degree,705000
58,N/A,791000
98,Regular high school diploma,832000
104,Pre-diploma grade,638000
33,N/A,1115000
196,Associates degree,490000
88,Pre-diploma grade,258000
843,GED or alternative credential,194000
465,N/A,530000
282,Masters degree,866000
18,Masters degree,1177000
340,N/A,588000
228,GED or alternative credential,234000
150,Bachelors degree,1154000
84,Pre-degree college,665000
21,Pre-degree college,853000
180,GED or alternative credential,289000
358,Associates degree,280000
208,Bachelors degree,871000
518,Associates degree,504000
263,Associates degree,322000
266,Pre-degree college,670000
44,GED or alternative credential,416000
26,Bachelors degree,1373000
239,Regular high school diploma,609000
32,GED or alternative credential,452000
105,Pre-degree college,671000
22,Regular high school diploma,671000
154,Pre-degree college,668000
88,GED or alternative credential,302000
99,N/A,757000
62,Pre-degree college,729000
132,Bachelors degree,940000
100,Pre-degree college,684000
83,Bachelors degree,1091000
116,Masters degree,985000
26,Regular high school diploma,722000
117,Masters degree,904000
21,Pre-degree college,1323000
302,N/A,675000
114,Regular high school diploma,1010000
44,Regular high school diploma,672000
42,GED or alternative credential,321000
109,N/A,639000
11,Associates degree,1208000
353,Regular high school diploma,438000
194,N/A,626000
142,GED or alternative credential,345000
25,Associates degree,671000
217,Regular high school diploma,481000
148,N/A,619000
46,Pre-diploma grade,528000
86,Associates degree,664000
473,Associates degree,698000
109,Pre-diploma grade,410000
69,Bachelors degree,962000
193,Pre-degree college,580000
116,N/A,781000
48,GED or alternative credential,431000
135,Pre-diploma grade,392000
129,Masters degree,958000
217,Masters degree,821000
347,Bachelors degree,796000
74,Masters degree,932000
564,Associates degree,353000
59,N/A,986000
61,N/A,1080000
164,Pre-degree college,700000
62,Bachelors degree,1503000
247,Pre-diploma grade,550000
81,Bachelors degree,989000
160,Regular high school diploma,664000
60,Masters degree,1086000
42,Pre-diploma grade,533000
36,GED or alternative credential,381000
88,Bachelors degree,807000
169,Associates degree,421000
99,N/A,785000
40,GED or alternative credential,456000
85,Masters degree,943000
9,Regular high school diploma,1064000
621,Pre-degree college,398000
6,Masters degree,1165000
137,Masters degree,924000
98,GED or alternative credential,716000
167,GED or alternative credential,495000
33,Associates degree,702000
123,GED or alternative credential,357000
21,Associates degree,1107000
22,Regular high school diploma,917000
78,Pre-diploma grade,375000
15,Pre-diploma grade,740000
94,N/A,930000
58,Regular high school diploma,741000
121,Pre-diploma grade,360000
24,Associates degree,-11000
166,Masters degree,812000
67,Masters degree,1298000
78,Pre-diploma grade,444000
23,Masters degree,1300000
105,Pre-degree college,722000
11,GED or alternative credential,606000
23,Bachelors degree,1328000
28,N/A,925000
409,Regular high school diploma,398000
12,N/A,1065000
11,Associates degree,1045000
21,Pre-degree college,1279000
259,Regular high school diploma,652000
117,N/A,677000
13,N/A,932000
15,GED or alternative credential,829000
29,N/A,1313000
30,Associates degree,666000
127,Pre-diploma grade,632000
347,Pre-diploma grade,196000
16,Bachelors degree,1232000
81,Pre-degree college,1159000
54,GED or alternative credential,307000
82,GED or alternative credential,427000
2,Masters degree,1302000
54,Regular high school diploma,575000
9,Pre-degree college,1516000
101,Regular high school diploma,1159000
31,Associates degree,832000
30,Masters degree,1172000
265,GED or alternative credential,242000
19,Masters degree,1011000
8,Pre-diploma grade,683000
50,Pre-degree college,1200000
32,Pre-diploma grade,850000
43,Associates degree,810000
63,Associates degree,897000
12,Pre-degree college,1173000
47,Bachelors degree,1285000
105,Pre-diploma grade,312000
44,GED or alternative credential,469000
13,N/A,985000
178,Masters degree,1006000
45,Bachelors degree,912000
27,Pre-degree college,1081000
150,Pre-diploma grade,491000
42,Pre-degree college,1024000
13,Pre-diploma grade,663000
182,GED or alternative credential,467000
13,Associates degree,645000
47,Pre-degree college,702000
29,Regular high school diploma,887000
71,Associates degree,424000
15,Pre-diploma grade,631000
2,Regular high school diploma,1215000
79,GED or alternative credential,301000
30,Pre-degree college,1408000
71,N/A,854000
12,N/A,943000
50,N/A,813000
32,Pre-degree college,1010000
37,Associates degree,837000
11,Bachelors degree,1137000
17,N/A,1440000
52,N/A,835000
25,Masters degree,1218000
42,Associates degree,1056000
42,Regular high school diploma,665000
82,N/A,629000
143,N/A,633000
26,Associates degree,575000
31,Regular high school diploma,1012000
48,N/A,1002000
53,Bachelors degree,1228000
104,GED or alternative credential,358000
34,Bachelors degree,838000
43,Associates degree,741000
10,GED or alternative credential,1402000
16,Masters degree,1282000
36,Pre-degree college,902000
19,GED or alternative credential,601000
11,GED or alternative credential,593000
12,N/A,861000
6,Regular high school diploma,975000
12,Pre-diploma grade,761000
35,Masters degree,1078000
56,Bachelors degree,984000
49,Associates degree,684000
45,Bachelors degree,1019000
288,Pre-degree college,1042000
48,Pre-diploma grade,498000
170,Pre-diploma grade,248000
42,N/A,926000
42,GED or alternative credential,-12000
120,Regular high school diploma,684000
41,N/A,1292000
54,Pre-diploma grade,551000
30,Pre-diploma grade,773000
8,Pre-degree college,1073000
11,Bachelors degree,1464000
53,GED or alternative credential,293000
30,Pre-diploma grade,562000
13,Bachelors degree,1393000
6,Regular high school diploma,1114000
4,Pre-degree college,1365000
57,N/A,1006000
11,Associates degree,934000
172,GED or alternative credential,582000
32,N/A,858000
5,Masters degree,1791000
14,N/A,1276000
34,Pre-diploma grade,1085000
25,Regular high school diploma,729000
32,N/A,1218000
15,Pre-degree college,897000
16,Pre-degree college,1175000
12,Masters degree,1212000
25,Associates degree,1159000
25,Associates degree,1175000
28,Pre-diploma grade,814000
30,Bachelors degree,908000
111,GED or alternative credential,529000
21,Pre-diploma grade,783000
9,Regular high school diploma,853000
29,N/A,866000
24,Masters degree,1170000
9,Pre-diploma grade,692000
119,GED or alternative credential,346000
16,Regular high school diploma,702000
25,Pre-diploma grade,828000
19,Associates degree,1081000
10,Bachelors degree,1043000
26,GED or alternative credential,543000
